state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Punjab,Kapurthala,86.9,51.9,24.5,5.63,0.32,30.4,Laterite,20.1,67.5,69.4,3.4,209.31,4.38,Maize
Tamil Nadu,Madurai,22.6,58.2,25.0,7.4,0.79,26.5,Black Cotton,25.7,58.9,57.9,4.42,201.51,4.1,Urad
Punjab,Ferozepur,87.6,50.5,24.1,6.33,0.65,28.7,Silty,18.8,63.8,71.5,4.61,204.36,4.31,Maize
Rajasthan,Churu,104.3,72.3,49.9,6.32,0.46,37.8,Loamy,28.3,84.0,119.4,5.89,240.24,7.09,Banana
Uttar Pradesh,Sambhal,26.8,59.0,38.8,6.83,0.58,11.7,Black Cotton,18.9,26.1,36.2,2.12,169.02,3.49,Bengal Gram
Rajasthan,Bhilwara,36.8,68.0,28.6,5.58,0.38,18.2,Silty,26.9,40.5,84.0,3.07,218.16,4.45,Toor
Tamil Nadu,Ariyalur,53.7,41.0,65.8,6.91,0.75,28.7,Loamy,23.7,63.8,37.8,1.17,151.12,3.8,Onion
Karnataka,Chamarajanagar,56.1,57.1,37.4,7.33,0.65,23.7,Laterite,26.6,52.6,61.7,3.24,271.06,6.36,Sunflower
Punjab,Moga,45.2,65.0,58.4,5.63,0.52,21.9,Red Soil,24.1,48.7,51.7,6.44,237.63,7.18,Mirchi
West Bengal,Darjeeling,24.9,54.8,27.4,6.43,0.57,29.8,Clayey,25.9,66.2,41.4,3.2,187.84,5.66,Moong
Karnataka,Chikballapur,29.8,72.9,25.9,5.61,0.75,24.6,Clayey,27.8,54.7,87.6,4.6,206.48,4.15,Toor
Tamil Nadu,Dharmapuri,36.6,52.7,29.0,5.57,0.55,21.4,Black Cotton,14.9,47.5,49.0,1.61,188.56,3.83,Mustard
West Bengal,Birbhum,106.5,50.7,28.5,6.98,0.55,37.2,Sandy,26.8,82.7,101.6,4.99,195.58,5.15,Cotton
Maharashtra,Bhandara,19.8,33.2,19.8,6.56,0.43,17.4,Laterite,31.3,38.6,38.6,3.49,214.6,4.57,Ragi
West Bengal,Kolkata,26.9,61.9,27.7,7.03,0.64,27.3,Laterite,30.3,60.7,65.4,5.13,215.86,5.32,Moong
Maharashtra,Palghar,51.9,54.4,52.5,5.88,0.37,28.0,Clayey,26.6,62.2,72.1,6.38,243.13,6.41,Mirchi
Maharashtra,Yavatmal,37.4,68.8,47.7,6.08,0.62,21.2,Laterite,21.4,47.0,85.4,6.15,248.4,6.91,Mirchi
Karnataka,Dakshina Kannada,36.6,68.0,37.2,6.98,0.6,27.0,Black Cotton,28.7,60.0,68.1,3.59,214.47,5.84,Soybean
Andhra Pradesh,Guntur,10.8,22.0,20.0,6.18,0.36,11.2,Sandy,27.9,24.9,36.5,2.63,190.18,5.61,Bajra
Bihar,Vaishali,34.9,38.5,26.6,6.59,0.31,20.0,Loamy,30.6,44.5,63.3,2.22,189.61,4.57,Sorghum
Rajasthan,Rajsamand,22.4,34.0,24.4,6.47,0.65,12.8,Sandy,29.8,28.5,55.5,5.15,203.98,4.91,Ragi
Tamil Nadu,Thoothukudi,36.4,54.2,47.9,5.71,0.33,26.3,Silty,20.9,58.5,66.5,6.46,251.48,7.74,Mirchi
Maharashtra,Mumbai Suburban,111.3,56.5,21.7,7.18,0.75,37.4,Laterite,25.9,83.1,63.1,5.48,194.82,4.08,Cotton
Karnataka,Bengaluru Rural,46.9,47.2,43.4,6.22,0.62,18.2,Loamy,27.4,40.5,54.0,4.64,207.77,5.38,Groundnut
Uttar Pradesh,Gautam Buddh Nagar,15.4,33.6,22.2,5.78,0.39,13.9,Silty,33.1,30.8,53.1,4.97,204.15,4.61,Ragi
Tamil Nadu,Virudhunagar,22.3,56.7,21.8,6.01,0.35,18.0,Loamy,10.8,40.1,57.3,1.53,178.46,3.09,Mustard
Karnataka,Chikballapur,25.6,26.0,16.1,6.96,0.67,18.0,Sandy,26.5,39.9,31.7,4.73,206.53,4.38,Ragi
Telangana,Wanaparthy,53.4,56.1,59.3,6.2,0.59,19.3,Sandy,23.4,42.9,52.7,4.58,253.39,7.45,Mirchi
Karnataka,Chamarajanagar,57.3,53.9,59.5,6.58,0.33,28.8,Laterite,15.2,64.0,54.5,2.4,181.8,2.95,Onion
Uttar Pradesh,Mau,135.2,43.0,22.4,6.33,0.49,31.8,Black Cotton,22.7,70.7,81.7,3.52,210.1,4.94,Cotton
Maharashtra,Aurangabad,117.6,56.2,40.4,6.79,0.77,40.4,Black Cotton,29.7,89.8,189.1,4.75,195.49,5.6,Sugarcane
Karnataka,Kodagu,83.3,57.9,35.0,5.59,0.58,39.3,Loamy,25.2,87.3,284.8,5.29,209.64,5.31,Rice
Maharashtra,Bhandara,40.3,56.2,69.8,6.99,0.72,35.2,Sandy,24.8,78.3,52.6,1.96,152.12,2.54,Tomato
Tamil Nadu,Pudukkottai,27.5,52.8,28.5,5.96,0.43,17.4,Silty,18.7,38.7,40.9,2.44,181.0,3.0,Mustard
Telangana,Medchal Malkajgiri,46.0,35.7,30.0,6.45,0.67,20.2,Sandy,27.2,44.9,64.9,2.93,198.53,4.07,Sorghum
Tamil Nadu,Tiruppur,34.0,64.8,41.9,7.15,0.57,14.6,Red Soil,24.6,32.4,33.0,1.46,172.29,2.58,Bengal Gram
West Bengal,South 24 Parganas,38.7,66.5,38.0,6.83,0.61,28.9,Sandy,23.4,64.2,80.5,4.79,194.99,5.75,Soybean
Karnataka,Belagavi,42.0,65.7,42.3,6.22,0.46,25.1,Silty,21.9,55.8,47.9,1.45,188.99,3.96,Wheat
Punjab,Pathankot,55.0,46.9,45.7,6.03,0.8,25.2,Sandy,25.9,56.0,75.4,1.44,189.02,2.64,Tobacco
Tamil Nadu,Mayiladuthurai,30.8,56.9,26.3,6.2,0.72,20.2,Loamy,28.5,44.8,65.5,4.51,205.65,4.6,Toor
Punjab,Sangrur,93.0,75.5,54.1,6.23,0.56,36.0,Red Soil,27.2,79.9,90.4,4.83,270.74,8.18,Banana
Telangana,Nalgonda,76.4,46.0,24.6,6.88,0.44,28.2,Laterite,23.2,62.7,71.4,2.82,190.89,5.31,Maize
West Bengal,Purba Medinipur,67.5,51.3,48.2,5.95,0.38,22.9,Laterite,16.2,51.0,62.2,2.41,169.1,3.84,Potato
Telangana,Nirmal,106.7,58.7,21.4,6.06,0.43,36.0,Laterite,23.8,80.0,89.4,3.9,218.69,5.67,Cotton
Maharashtra,Nandurbar,64.8,59.8,42.8,7.16,0.45,18.5,Clayey,28.7,41.1,43.4,6.4,263.29,6.92,Sunflower
Andhra Pradesh,Srikakulam,63.3,51.4,59.4,6.7,0.33,28.4,Sandy,24.0,63.2,58.0,2.2,150.93,2.88,Onion
Rajasthan,Bikaner,50.6,53.0,69.7,6.57,0.35,33.5,Loamy,19.0,74.5,82.5,2.34,180.55,2.79,Tomato
Maharashtra,Satara,59.7,44.7,54.2,5.37,0.44,26.6,Laterite,19.3,59.1,60.3,2.28,159.79,3.03,Potato
Uttar Pradesh,Bijnor,107.1,87.7,55.0,6.71,0.3,36.3,Clayey,28.8,80.7,107.8,5.28,267.83,8.46,Banana
Rajasthan,Udaipur,31.9,27.7,30.0,5.88,0.64,43.2,Red Soil,26.8,95.9,165.3,5.91,268.84,6.38,Coconut
Uttar Pradesh,Muzaffarnagar,44.6,49.2,47.8,5.69,0.39,23.4,Red Soil,24.1,52.1,80.2,2.9,187.84,4.43,Groundnut
Andhra Pradesh,Srikakulam,28.6,45.5,26.7,6.23,0.43,25.7,Loamy,27.0,57.1,52.1,4.44,215.95,5.89,Moong
Andhra Pradesh,Visakhapatnam,109.3,83.8,51.6,6.15,0.66,36.7,Clayey,28.3,81.6,106.1,3.53,232.75,8.03,Banana
Karnataka,Dakshina Kannada,13.3,36.4,17.6,6.24,0.68,14.5,Loamy,26.3,32.3,51.1,4.88,187.8,5.94,Ragi
Maharashtra,Raigad,36.7,54.0,21.0,6.79,0.74,21.0,Sandy,19.9,46.6,44.1,2.11,167.61,2.92,Mustard
Bihar,Vaishali,116.7,48.4,21.6,6.67,0.62,35.4,Laterite,25.1,78.6,68.0,4.56,182.51,4.94,Cotton
Maharashtra,Akola,44.5,66.6,43.9,6.31,0.69,30.7,Clayey,27.0,68.3,53.4,2.6,186.98,5.25,Soybean
Uttar Pradesh,Kasganj,51.2,64.4,62.5,6.85,0.51,35.5,Black Cotton,24.9,78.9,48.4,1.97,159.82,2.73,Tomato
Tamil Nadu,Chennai,46.6,39.7,32.3,6.45,0.54,19.2,Red Soil,30.4,42.6,64.7,2.8,188.04,4.87,Sorghum
West Bengal,Darjeeling,109.8,46.2,26.0,6.18,0.73,33.4,Clayey,25.4,74.2,104.4,3.13,204.47,4.78,Cotton
Uttar Pradesh,Chitrakoot,44.4,68.2,55.5,6.14,0.62,18.7,Silty,29.9,41.6,75.4,4.0,244.11,7.43,Mirchi
West Bengal,Purulia,38.2,49.0,29.5,6.49,0.62,14.4,Sandy,26.1,32.1,52.7,2.61,183.94,4.18,Sorghum
Rajasthan,Chittorgarh,87.2,48.2,19.1,6.67,0.6,28.5,Sandy,21.7,63.4,97.1,4.2,209.29,5.22,Maize
Maharashtra,Bhandara,113.7,52.1,52.4,7.28,0.34,36.4,Red Soil,30.5,80.8,166.6,3.3,192.86,5.88,Sugarcane
Andhra Pradesh,Visakhapatnam,22.9,61.0,20.4,6.42,0.71,26.6,Silty,25.2,59.1,52.7,3.72,186.73,4.26,Moong
Maharashtra,Kolhapur,12.5,30.0,14.9,7.47,0.53,12.2,Clayey,26.9,27.2,34.2,2.77,209.12,4.48,Bajra
Andhra Pradesh,Kakinada,49.2,60.4,45.0,5.58,0.4,22.5,Clayey,21.8,49.9,50.7,6.28,270.04,7.54,Mirchi
Uttar Pradesh,Agra,68.0,53.1,47.8,5.82,0.59,29.2,Black Cotton,19.3,64.8,45.0,2.07,165.54,3.69,Potato
West Bengal,Bankura,40.5,44.0,26.0,6.31,0.54,16.0,Silty,30.6,35.5,43.3,3.3,190.14,4.74,Sorghum
Rajasthan,Banswara,86.5,56.4,41.7,6.47,0.55,38.7,Black Cotton,20.9,86.1,252.9,4.29,186.01,4.32,Rice
Punjab,Fazilka,77.0,49.3,18.2,6.44,0.65,27.4,Loamy,23.3,60.9,62.7,5.29,191.49,4.47,Maize
West Bengal,Malda,96.9,61.3,44.8,6.35,0.39,38.8,Black Cotton,30.3,86.2,181.2,3.93,199.46,5.78,Sugarcane
Rajasthan,Bhilwara,25.4,52.9,25.7,7.22,0.45,24.8,Silty,31.9,55.1,46.7,3.85,183.55,5.1,Urad
Karnataka,Davanagere,49.2,35.9,50.0,5.8,0.45,25.4,Clayey,22.4,56.4,82.8,1.56,169.62,2.69,Tobacco
Karnataka,Kalaburagi,96.3,84.2,53.4,6.45,0.73,38.1,Sandy,27.9,84.6,119.8,4.85,230.63,8.05,Banana
Telangana,Mulugu,132.1,50.9,29.5,7.41,0.5,37.8,Laterite,25.0,83.9,71.8,5.0,203.03,4.44,Cotton
Rajasthan,Ajmer,39.4,21.1,34.0,5.09,0.42,43.8,Clayey,26.8,97.4,167.2,3.47,235.05,6.71,Coconut
Telangana,Kamareddy,42.8,48.7,42.5,6.98,0.76,18.5,Sandy,25.4,41.1,72.0,5.2,180.24,5.38,Groundnut
Tamil Nadu,Viluppuram,47.7,49.5,31.6,6.24,0.62,21.8,Silty,27.5,48.5,59.9,2.05,184.23,4.16,Sorghum
Telangana,Bhadradri Kothagudem,46.9,61.3,36.1,6.4,0.34,26.8,Black Cotton,23.5,59.5,89.2,5.44,190.16,4.16,Soybean
Tamil Nadu,Ariyalur,58.5,53.7,41.2,5.49,0.54,23.2,Laterite,15.4,51.6,45.1,1.81,178.75,3.8,Potato
Punjab,Jalandhar,46.1,66.9,52.3,5.79,0.3,25.6,Loamy,21.6,56.8,64.5,4.48,276.72,7.91,Mirchi
Andhra Pradesh,Srikakulam,92.5,82.6,54.8,5.86,0.57,33.8,Loamy,27.4,75.1,92.8,3.08,261.36,7.14,Banana
Telangana,Rajanna Sircilla,41.7,60.4,37.0,6.14,0.31,22.9,Red Soil,30.0,50.9,75.0,4.41,205.06,5.58,Soybean
Tamil Nadu,Ramanathapuram,24.2,25.4,15.3,5.77,0.51,18.0,Silty,33.8,39.9,32.1,5.19,212.31,4.53,Ragi
Karnataka,Dakshina Kannada,65.9,47.4,50.0,5.63,0.63,24.3,Red Soil,19.7,53.9,48.5,2.31,175.41,3.14,Potato
Telangana,Komaram Bheem,48.0,57.7,52.0,6.67,0.73,27.2,Sandy,24.8,60.4,82.0,1.86,160.61,2.66,Tomato
Maharashtra,Satara,36.3,51.6,27.1,5.71,0.45,19.7,Sandy,11.2,43.7,54.6,1.84,162.73,3.12,Mustard
Telangana,Suryapet,94.8,76.6,48.9,5.93,0.5,36.7,Loamy,26.7,81.5,101.2,3.08,271.23,7.19,Banana
Karnataka,Bengaluru Rural,20.5,62.9,22.1,6.61,0.38,29.8,Clayey,31.5,66.3,60.7,4.33,182.15,4.83,Moong
Telangana,Mancherial,39.6,67.5,37.6,6.93,0.58,23.0,Red Soil,25.4,51.2,55.3,4.31,183.86,4.01,Soybean
Rajasthan,Karauli,65.0,50.3,56.3,6.24,0.47,25.8,Red Soil,23.8,57.3,58.7,1.29,156.39,2.85,Onion
Bihar,Banka,37.4,29.3,33.8,6.14,0.38,42.5,Red Soil,28.8,94.5,210.8,4.95,260.54,6.98,Coconut
Punjab,Jalandhar,20.3,66.0,28.3,6.04,0.43,26.1,Red Soil,32.0,58.0,72.9,4.25,213.16,4.58,Urad
Bihar,Gopalganj,11.2,21.5,14.2,7.06,0.5,14.8,Loamy,29.5,32.9,37.5,4.38,194.67,4.33,Bajra
Uttar Pradesh,Hathras,48.3,59.8,51.8,6.52,0.79,31.4,Clayey,25.6,69.8,72.2,2.44,172.47,2.59,Tomato
Rajasthan,Baran,23.4,21.2,10.2,6.99,0.41,16.6,Black Cotton,26.9,36.8,27.8,4.74,197.64,5.51,Bajra
Telangana,Medchal Malkajgiri,35.3,53.5,39.9,6.24,0.61,30.6,Laterite,16.0,68.1,79.4,1.31,179.55,2.67,Wheat
Telangana,Hyderabad,118.7,59.3,28.6,6.86,0.65,37.8,Loamy,24.9,84.1,70.4,3.48,211.68,4.81,Cotton
Karnataka,Ballari,98.6,56.4,58.0,6.66,0.75,36.5,Sandy,29.6,81.1,171.9,3.49,210.28,5.13,Sugarcane
Punjab,Kapurthala,32.2,67.6,30.6,6.23,0.47,20.6,Silty,28.3,45.7,76.2,5.45,219.16,5.62,Toor
Bihar,Begusarai,21.6,25.2,15.3,5.72,0.57,15.7,Clayey,33.0,34.8,52.1,2.71,218.32,4.06,Ragi
Uttar Pradesh,Kaushambi,133.3,57.6,25.9,6.52,0.68,37.7,Red Soil,27.2,83.7,63.3,2.7,184.83,5.66,Cotton
West Bengal,Hooghly,17.1,62.9,25.9,7.45,0.61,25.7,Loamy,31.0,57.0,52.8,3.99,217.94,4.43,Urad
Punjab,Bathinda,42.0,63.4,38.9,6.52,0.36,20.7,Black Cotton,20.6,45.9,82.1,2.97,214.1,5.54,Soybean
Bihar,Rohtas,59.3,52.2,68.5,6.11,0.35,22.5,Laterite,22.8,50.0,52.3,1.02,160.76,3.14,Onion
Andhra Pradesh,Kakinada,48.5,66.8,44.8,5.96,0.65,28.2,Clayey,29.2,62.7,81.9,3.64,254.25,7.95,Mirchi
West Bengal,Cooch Behar,33.5,23.9,25.4,6.12,0.54,41.2,Clayey,25.5,91.5,161.6,4.62,253.81,7.65,Coconut
Maharashtra,Nandurbar,36.5,53.8,44.9,5.98,0.67,18.4,Sandy,28.9,41.0,78.7,4.95,203.16,5.23,Groundnut
Rajasthan,Jaisalmer,43.1,37.8,32.2,6.25,0.57,27.0,Sandy,27.6,60.0,88.3,1.99,169.9,3.28,Tobacco
Bihar,Patna,28.7,52.9,21.7,7.36,0.64,32.4,Red Soil,29.9,71.9,60.8,3.57,182.38,4.33,Urad
Tamil Nadu,Karur,43.3,72.3,41.2,6.74,0.62,23.7,Silty,28.6,52.6,91.4,5.36,184.76,4.61,Soybean
Andhra Pradesh,Nandyal,67.8,67.4,40.5,6.36,0.6,24.2,Clayey,28.8,53.7,50.8,4.3,270.56,6.33,Sunflower
Punjab,Kapurthala,136.3,54.9,27.6,6.24,0.49,38.1,Sandy,25.2,84.6,65.2,2.86,218.56,5.67,Cotton
Bihar,East Champaran,108.6,61.4,41.3,7.43,0.68,38.0,Loamy,28.1,84.4,176.4,4.1,218.08,4.26,Sugarcane
West Bengal,Malda,47.6,44.8,46.6,5.9,0.52,20.1,Clayey,27.3,44.7,63.4,5.03,215.62,5.06,Groundnut
Karnataka,Chikballapur,93.0,58.1,46.0,6.04,0.41,37.8,Red Soil,33.9,83.9,163.7,5.37,193.19,4.8,Sugarcane
Tamil Nadu,Pudukkottai,29.2,21.0,32.2,6.44,0.65,42.7,Sandy,28.7,94.8,177.2,6.04,260.51,7.08,Coconut
Rajasthan,Dholpur,93.6,77.0,51.2,6.7,0.46,35.0,Sandy,29.6,77.8,110.3,5.06,265.6,7.67,Banana
Telangana,Mulugu,42.3,69.8,46.0,6.26,0.41,28.4,Loamy,22.9,63.0,87.5,4.82,231.51,7.94,Mirchi
Rajasthan,Bundi,25.1,48.6,24.0,6.9,0.42,13.9,Silty,18.3,30.8,43.5,2.15,182.76,2.95,Mustard
Uttar Pradesh,Kaushambi,45.6,46.7,54.2,6.14,0.69,32.1,Black Cotton,23.5,71.4,65.4,1.07,169.07,3.5,Tomato
Punjab,SBS Nagar,25.8,50.4,26.7,6.04,0.49,29.8,Sandy,29.1,66.3,62.3,3.5,214.35,5.81,Urad
Telangana,Rajanna Sircilla,30.9,20.9,32.1,5.65,0.65,42.1,Silty,26.5,93.5,196.4,4.61,277.48,6.53,Coconut
Punjab,Amritsar,116.8,59.7,44.9,7.27,0.44,40.1,Loamy,28.0,89.0,204.3,3.76,183.96,5.48,Sugarcane
Karnataka,Ramanagara,52.8,68.0,36.3,6.77,0.48,24.5,Laterite,27.6,54.5,66.2,6.49,270.33,7.96,Sunflower
Telangana,Nizamabad,71.3,46.0,20.7,6.45,0.68,31.0,Black Cotton,20.8,68.8,65.4,4.84,188.42,4.87,Maize
West Bengal,Howrah,23.5,60.3,26.7,6.14,0.63,23.6,Loamy,26.6,52.5,51.5,3.08,195.79,4.81,Moong
Punjab,Hoshiarpur,108.7,73.2,53.3,6.25,0.74,38.1,Clayey,26.9,84.6,105.7,4.73,278.91,8.39,Banana
Telangana,Jangaon,48.6,57.0,56.2,5.93,0.79,26.1,Clayey,26.9,58.0,62.8,3.03,248.88,6.2,Mirchi
Punjab,SBS Nagar,53.2,59.5,54.2,6.69,0.43,30.2,Laterite,18.1,67.1,58.7,1.37,178.05,3.42,Onion
Rajasthan,Pali,87.9,48.7,23.6,6.94,0.33,28.6,Black Cotton,22.9,63.5,87.6,3.97,209.16,5.04,Maize
Andhra Pradesh,Chittoor,127.1,47.6,24.2,6.57,0.3,34.8,Sandy,28.1,77.3,66.7,3.06,185.99,5.67,Cotton
Bihar,Banka,89.8,56.5,23.6,6.23,0.37,25.1,Clayey,20.2,55.8,85.6,4.77,216.36,4.61,Maize
Uttar Pradesh,Banda,18.6,30.7,17.2,6.16,0.54,9.3,Loamy,30.7,20.6,46.8,4.35,207.9,5.66,Ragi
West Bengal,North 24 Parganas,27.9,51.3,25.8,6.94,0.72,30.4,Laterite,27.1,67.5,50.1,5.01,194.77,4.12,Urad
Andhra Pradesh,East Godavari,27.1,30.2,23.7,5.32,0.35,14.1,Red Soil,32.1,31.3,30.4,3.53,185.85,5.78,Ragi
Andhra Pradesh,Nellore,35.4,67.8,40.3,7.17,0.8,16.2,Loamy,20.5,35.9,34.3,2.2,163.31,3.86,Bengal Gram
Tamil Nadu,Pudukkottai,18.6,27.9,22.5,6.75,0.65,9.6,Red Soil,33.5,21.3,53.8,4.96,218.43,4.2,Ragi
Karnataka,Belagavi,117.6,59.2,22.9,6.43,0.68,34.1,Silty,26.4,75.7,91.4,4.93,183.01,4.68,Cotton
Rajasthan,Udaipur,86.8,46.4,42.0,5.72,0.61,36.0,Clayey,21.6,80.0,218.3,5.47,189.36,5.74,Rice
Punjab,Fatehgarh Sahib,30.3,37.7,30.4,6.13,0.56,15.0,Clayey,31.3,33.4,48.4,2.34,193.16,4.19,Sorghum
Rajasthan,Ajmer,50.8,43.6,34.7,5.95,0.41,26.0,Silty,22.8,57.7,74.8,1.61,153.25,3.09,Tobacco
Rajasthan,Bikaner,64.3,43.5,51.1,6.32,0.34,27.6,Clayey,22.9,61.3,57.2,1.12,187.79,3.36,Onion
Punjab,Mansa,27.9,27.3,18.8,6.94,0.32,17.0,Silty,30.0,37.7,36.8,2.55,217.74,4.26,Bajra
Bihar,Darbhanga,68.6,40.4,44.4,6.28,0.56,37.8,Laterite,20.0,83.9,243.3,2.84,193.55,4.33,Rice
Andhra Pradesh,Prakasam,36.2,29.6,28.9,5.04,0.31,42.9,Clayey,25.4,95.4,137.3,4.48,244.96,6.63,Coconut
Telangana,Mulugu,26.9,19.0,28.4,5.63,0.39,42.3,Red Soil,29.0,94.1,224.3,4.31,243.49,8.24,Coconut
Bihar,Banka,35.4,46.4,30.2,6.68,0.46,21.0,Silty,31.4,46.7,55.3,3.38,188.81,4.1,Sorghum
Karnataka,Shivamogga,102.1,79.3,48.7,6.41,0.44,35.3,Laterite,26.3,78.4,96.5,4.31,230.2,7.15,Banana
Andhra Pradesh,Prakasam,16.1,21.2,18.6,6.64,0.35,12.8,Red Soil,25.5,28.5,29.6,4.81,182.05,4.7,Bajra
Telangana,Peddapalli,17.8,28.5,11.6,6.07,0.63,11.8,Clayey,28.8,26.2,42.4,4.01,193.86,5.23,Bajra
Bihar,Aurangabad,78.8,53.1,40.7,6.79,0.66,39.3,Loamy,24.9,87.3,293.4,3.8,185.65,5.38,Rice
West Bengal,Howrah,92.3,61.4,45.5,6.93,0.63,37.7,Silty,29.0,83.7,171.0,2.72,206.11,4.75,Sugarcane
Maharashtra,Dhule,119.4,58.0,46.9,7.39,0.31,40.1,Clayey,25.2,89.0,195.7,5.29,218.96,5.11,Sugarcane
Uttar Pradesh,Jaunpur,24.3,48.9,21.5,6.19,0.61,20.9,Sandy,18.3,46.5,38.8,1.61,156.97,3.6,Mustard
West Bengal,South Dinajpur,37.2,74.7,38.9,6.14,0.51,25.5,Laterite,28.3,56.7,73.0,3.69,218.82,4.59,Soybean
Karnataka,Chamarajanagar,65.8,53.6,51.7,5.32,0.34,27.5,Sandy,21.1,61.1,49.1,1.76,171.88,3.22,Potato
West Bengal,Darjeeling,27.3,67.5,22.0,6.02,0.32,31.0,Loamy,26.4,68.9,45.2,2.74,203.82,4.94,Urad
West Bengal,Purulia,20.7,20.1,20.6,6.55,0.71,9.8,Sandy,26.5,21.7,37.5,4.41,219.55,4.93,Ragi
Telangana,Nagarkurnool,49.6,62.0,47.1,5.85,0.78,28.5,Black Cotton,24.2,63.3,60.9,5.31,255.3,6.7,Mirchi
Telangana,Mulugu,85.4,51.0,22.3,6.58,0.73,25.1,Silty,23.7,55.7,67.4,3.41,185.58,4.0,Maize
Maharashtra,Ahmednagar,66.0,43.8,61.2,6.56,0.36,30.0,Laterite,18.9,66.6,32.0,1.31,166.42,2.51,Onion
Maharashtra,Latur,68.8,45.4,61.5,6.22,0.72,22.7,Black Cotton,16.5,50.4,52.1,1.6,174.19,3.86,Onion
Rajasthan,Rajsamand,93.9,78.3,53.4,6.48,0.49,33.9,Laterite,27.6,75.3,93.4,4.5,267.62,6.27,Banana
Maharashtra,Amravati,27.3,22.3,18.2,7.34,0.52,16.2,Loamy,29.9,35.9,32.7,5.01,209.32,5.93,Bajra
Rajasthan,Baran,29.6,63.8,41.7,6.48,0.4,12.9,Silty,18.4,28.6,41.7,1.31,188.86,2.92,Bengal Gram
Uttar Pradesh,Aligarh,30.9,53.8,27.3,5.61,0.43,14.7,Clayey,16.9,32.6,53.8,1.44,184.86,3.9,Mustard
Karnataka,Ramanagara,18.8,22.5,19.9,5.33,0.63,17.1,Red Soil,33.1,37.9,53.2,4.44,191.64,5.42,Ragi
Tamil Nadu,Tirunelveli,19.5,28.6,12.8,6.38,0.78,10.6,Black Cotton,28.3,23.6,22.8,5.24,200.94,5.04,Bajra
Rajasthan,Banswara,37.7,56.5,28.7,5.58,0.61,13.8,Clayey,16.0,30.7,40.7,1.48,167.54,3.42,Mustard
Punjab,Jalandhar,54.1,46.4,52.9,5.55,0.3,22.9,Clayey,17.4,50.8,56.7,1.13,187.7,2.7,Potato
Bihar,Siwan,69.0,66.5,37.3,6.34,0.55,24.3,Red Soil,26.5,54.0,49.5,3.6,272.58,6.87,Sunflower
Telangana,Jogulamba Gadwal,92.2,88.3,52.1,6.29,0.43,35.8,Sandy,27.3,79.5,113.8,6.49,231.51,6.02,Banana
Uttar Pradesh,Balrampur,97.7,71.2,49.8,6.61,0.76,34.0,Black Cotton,25.7,75.5,102.1,5.96,274.93,6.2,Banana
Rajasthan,Pali,101.7,46.7,28.1,6.3,0.43,34.1,Red Soil,24.5,75.8,74.5,2.69,186.5,5.15,Cotton
Uttar Pradesh,Agra,72.2,40.6,22.1,6.9,0.48,31.5,Sandy,23.2,69.9,71.2,5.3,210.94,4.57,Maize
Uttar Pradesh,Barabanki,38.9,64.2,39.2,6.37,0.73,31.0,Black Cotton,21.9,68.9,99.5,3.97,190.58,5.96,Soybean
Rajasthan,Churu,39.5,68.0,42.2,6.96,0.54,13.5,Laterite,20.9,30.1,41.6,1.19,169.22,3.85,Bengal Gram
Tamil Nadu,Tirupattur,60.2,45.6,19.9,7.0,0.34,27.7,Loamy,25.1,61.5,60.8,4.48,188.36,4.76,Maize
Maharashtra,Gondia,103.3,40.5,27.3,6.54,0.64,36.0,Black Cotton,25.8,80.1,88.1,3.17,183.74,4.55,Cotton
Andhra Pradesh,Kakinada,107.8,52.9,59.8,6.1,0.68,36.9,Silty,31.7,81.9,169.7,2.53,208.71,4.99,Sugarcane
Rajasthan,Dholpur,36.3,37.2,28.4,6.19,0.38,21.5,Clayey,29.6,47.8,51.2,3.15,197.97,4.36,Sorghum
Andhra Pradesh,East Godavari,107.4,80.2,50.0,5.96,0.5,35.0,Black Cotton,27.7,77.8,118.0,4.41,262.83,8.39,Banana
Uttar Pradesh,Shahjahanpur,25.9,62.0,20.6,6.12,0.68,27.7,Laterite,26.2,61.6,63.3,3.79,215.76,4.72,Moong
Tamil Nadu,Virudhunagar,42.8,78.8,44.7,6.07,0.39,27.3,Red Soil,21.9,60.7,70.2,4.73,195.52,5.38,Soybean
Uttar Pradesh,Muzaffarnagar,67.9,50.4,36.3,6.18,0.59,36.6,Red Soil,22.0,81.3,202.5,4.33,211.52,5.53,Rice
Andhra Pradesh,Vizianagaram,107.9,55.4,55.3,7.46,0.52,37.0,Red Soil,33.3,82.3,182.3,4.58,214.4,4.75,Sugarcane
Rajasthan,Pratapgarh,16.9,61.3,26.6,6.51,0.32,25.2,Laterite,27.4,56.0,42.0,2.63,206.44,5.59,Urad
Punjab,Nawanshahr,106.7,51.0,23.6,6.48,0.33,32.9,Red Soil,22.9,73.1,75.7,4.03,217.97,4.38,Cotton
Andhra Pradesh,Anantapur,45.5,49.4,36.0,6.33,0.51,31.4,Clayey,26.2,69.8,62.1,2.36,153.78,2.69,Tobacco
Telangana,Kamareddy,62.3,55.8,52.1,5.74,0.66,23.3,Silty,13.1,51.7,45.7,1.73,189.67,3.97,Potato
Maharashtra,Dhule,27.7,49.3,24.7,5.93,0.47,18.7,Red Soil,18.8,41.5,45.9,1.86,175.48,3.9,Mustard
