state,district,N,P,K,pH,organic_carbon,soil_moisture,soil_type,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,solar_radiation_wm2,evapotranspiration_mm,crop
Punjab,Fatehgarh Sahib,222.1,5.1,196.7,6.54,0.71,9.3,Clayey,24.6,69,96.3,2.03,585.3,4.3,Banana
Bihar,Patna,280.9,20.2,118.7,6.44,0.9,40.0,Sandy,21.5,72,201.4,0.16,428.3,1.72,Groundnut
Telangana,Medak,159.9,27.1,46.6,7.03,0.67,21.1,Black Cotton,22.5,67,321.4,1.75,346.3,4.36,Sorghum
Telangana,Nalgonda,212.0,21.9,117.8,6.33,0.82,27.0,Loamy,27.0,91,10.8,1.16,261.2,3.45,Bajra
Karnataka,Bengaluru Rural,260.1,14.3,115.8,6.31,1.27,31.9,Sandy,34.6,75,94.3,0.49,474.2,2.93,Sunflower
Punjab,Jalandhar,281.0,34.1,186.4,6.64,0.69,18.4,Clayey,30.9,77,3.1,1.71,528.0,1.66,Groundnut
West Bengal,Cooch Behar,164.9,17.0,149.6,7.16,0.82,3.3,Loamy,22.1,100,112.2,1.87,413.0,1.79,Cotton
Andhra Pradesh,Kurnool,182.2,22.1,167.6,6.46,0.75,11.4,Clayey,22.6,49,9.2,0.8,440.9,3.11,Tobacco
Andhra Pradesh,Krishna,233.5,31.9,79.5,7.07,1.13,23.8,Red Soil,18.5,49,216.7,1.18,330.1,2.39,Rice
Punjab,Rupnagar,287.4,1.0,149.8,6.3,0.9,23.1,Clayey,26.7,44,166.1,2.36,348.3,1.32,Bengal Gram
Maharashtra,Parbhani,140.3,21.8,176.8,6.3,0.92,37.3,Sandy,25.3,59,26.1,0.1,543.5,2.97,Bengal Gram
Andhra Pradesh,Anantapur,177.4,9.8,198.6,5.78,0.47,14.4,Laterite,25.3,36,0.0,0.41,527.1,1.47,Moong
Telangana,Yadadri Bhuvanagiri,314.6,24.3,135.8,6.24,1.06,10.8,Red Soil,23.1,53,211.4,1.47,333.8,2.63,Wheat
Rajasthan,Alwar,276.3,19.3,130.7,6.32,0.78,20.5,Laterite,29.6,53,243.4,2.23,343.0,3.08,Sorghum
Telangana,Jayashankar Bhoopalpally,231.9,36.7,187.2,8.11,0.88,27.4,Red Soil,18.4,68,115.2,0.91,433.6,2.92,Groundnut
West Bengal,Alipurduar,275.7,1.1,162.2,6.09,0.58,20.4,Sandy,26.7,60,171.1,1.08,437.8,1.33,Potato
Telangana,Kamareddy,299.8,30.1,70.9,6.09,1.1,23.5,Silty,18.1,35,77.6,0.39,400.4,3.04,Maize
West Bengal,Purulia,241.0,15.4,203.1,6.4,0.28,30.5,Sandy,23.5,53,239.8,2.44,380.9,3.69,Groundnut
Tamil Nadu,Thanjavur,296.0,6.6,5.0,6.97,0.46,22.8,Loamy,22.3,28,148.7,1.73,380.8,0.1,Rice
Uttar Pradesh,Banda,309.5,31.5,138.0,7.05,0.89,25.6,Loamy,30.6,61,285.2,0.19,388.2,2.85,Maize
Bihar,Nawada,280.5,25.5,78.8,6.38,0.79,23.7,Red Soil,28.3,86,197.4,0.28,524.6,4.59,Wheat
Karnataka,Tumakuru,236.6,24.0,179.6,5.7,0.52,26.0,Clayey,20.3,75,178.4,1.43,315.5,4.66,Sorghum
Bihar,Buxar,123.7,19.6,175.3,6.44,1.05,7.6,Silty,34.5,35,0.0,0.89,372.3,3.51,Banana
Karnataka,Belagavi,168.3,11.7,164.7,7.14,0.74,18.0,Clayey,26.0,50,40.0,0.19,420.7,3.28,Cotton
Maharashtra,Kolhapur,364.0,15.1,90.4,6.65,0.98,34.1,Black Cotton,23.2,68,38.3,0.16,338.6,2.1,Ragi
Maharashtra,Aurangabad,312.9,34.5,205.7,6.51,0.87,25.1,Sandy,22.9,60,0.0,1.11,646.3,3.99,Moong
Andhra Pradesh,Kadapa,283.7,20.7,249.9,7.16,0.72,27.5,Silty,29.3,61,0.0,0.54,287.0,3.59,Sunflower
Bihar,Sheohar,306.9,13.7,53.0,6.08,0.79,33.9,Laterite,30.2,46,52.2,2.67,569.5,2.7,Potato
Maharashtra,Parbhani,262.1,25.5,47.4,6.66,0.72,33.3,Clayey,28.3,78,291.9,0.64,563.6,3.82,Mirchi
Bihar,Kaimur,292.3,21.7,298.5,7.07,0.92,15.6,Silty,26.4,69,25.9,2.11,333.1,2.24,Sunflower
Rajasthan,Bhilwara,173.7,27.4,165.1,6.72,1.11,28.2,Red Soil,33.2,76,52.9,2.11,481.7,2.53,Moong
Karnataka,Raichur,346.3,22.4,178.6,6.95,0.81,14.3,Black Cotton,32.8,46,11.3,1.04,403.7,3.0,Sugarcane
Punjab,Hoshiarpur,224.4,22.2,5.0,5.97,0.59,26.5,Laterite,27.7,71,123.2,0.29,623.6,4.53,Moong
Tamil Nadu,Thiruvarur,322.9,11.7,103.3,6.58,0.6,33.8,Clayey,23.8,66,125.6,2.36,589.8,2.36,Mustard
Tamil Nadu,Perambalur,183.4,7.3,155.4,7.03,0.53,18.8,Clayey,29.0,82,0.0,1.08,484.0,2.88,Bajra
Rajasthan,Jodhpur,287.1,14.4,110.9,5.95,0.91,32.8,Loamy,28.8,90,99.5,1.67,319.0,2.54,Rice
Rajasthan,Pali,109.5,5.5,294.3,6.24,0.75,13.9,Loamy,30.8,46,55.8,1.41,322.3,2.79,Moong
Karnataka,Belagavi,196.4,12.9,90.7,7.14,0.62,21.5,Laterite,31.2,74,247.7,1.54,378.0,5.47,Mustard
Telangana,Warangal Urban,344.3,32.3,201.4,7.21,0.81,31.3,Silty,24.3,65,219.7,0.79,346.6,3.12,Bajra
Punjab,Hoshiarpur,165.1,22.5,152.9,6.3,0.8,42.6,Black Cotton,29.4,80,17.3,1.97,526.7,1.2,Groundnut
Karnataka,Chikkamagaluru,139.4,16.4,71.4,5.9,0.79,47.3,Clayey,30.0,78,171.8,0.71,487.3,4.32,Soybean
Andhra Pradesh,Visakhapatnam,86.8,22.7,204.9,6.36,0.83,18.9,Sandy,21.5,32,0.0,1.67,151.2,2.2,Urad
Bihar,Muzaffarpur,175.8,30.4,109.4,6.12,1.06,27.6,Loamy,35.4,44,53.3,1.99,296.5,4.58,Cotton
Maharashtra,Jalna,299.7,13.2,50.5,7.25,0.72,22.5,Laterite,32.3,70,141.0,2.72,372.8,4.11,Rice
Andhra Pradesh,Kadapa,276.8,18.7,105.8,6.8,0.9,16.9,Sandy,32.7,65,165.7,2.17,452.6,3.38,Sorghum
Punjab,Moga,302.8,27.1,59.5,6.42,1.33,20.0,Sandy,24.3,63,57.8,0.64,392.0,4.72,Bengal Gram
Punjab,Bathinda,236.7,2.4,57.0,6.6,0.98,26.7,Black Cotton,26.5,55,0.0,0.7,394.7,4.27,Rice
Tamil Nadu,Cuddalore,267.3,30.0,207.4,6.75,1.07,36.7,Clayey,32.5,72,85.0,1.3,594.8,2.02,Rice
Rajasthan,Barmer,366.1,11.8,113.4,6.14,0.82,38.7,Red Soil,34.2,53,134.0,1.26,332.2,5.91,Urad
Telangana,Yadadri Bhuvanagiri,253.5,22.0,61.0,6.31,1.02,25.4,Red Soil,29.6,92,193.5,1.27,388.7,0.1,Maize
Uttar Pradesh,Mau,164.9,27.7,211.1,5.9,0.88,28.3,Red Soil,24.2,66,0.0,0.55,521.9,3.04,Mirchi
Telangana,Jogulamba Gadwal,181.7,18.3,72.6,5.9,1.0,38.6,Sandy,26.7,78,132.5,0.75,493.4,4.85,Rice
Tamil Nadu,Dharmapuri,276.0,13.2,185.2,6.64,0.79,20.0,Silty,24.4,65,156.6,1.11,484.5,2.95,Toor
Bihar,Arwal,249.2,22.2,107.8,6.79,0.38,34.9,Sandy,23.5,42,89.8,1.5,469.7,2.11,Bajra
Tamil Nadu,Tiruppur,230.0,15.8,168.7,6.48,0.96,30.7,Silty,28.5,37,290.7,0.11,434.6,1.69,Soybean
Bihar,Purnia,193.2,23.1,258.8,6.93,0.9,29.6,Black Cotton,27.2,70,0.0,0.99,479.0,1.62,Wheat
Uttar Pradesh,Farrukhabad,253.8,12.6,191.1,6.37,1.09,38.6,Silty,24.7,61,116.5,1.63,451.7,3.23,Ragi
Punjab,SBS Nagar,215.6,31.5,204.0,5.93,0.73,42.4,Clayey,28.3,33,0.0,1.82,534.3,1.89,Soybean
Bihar,Khagaria,98.6,26.8,120.9,5.93,0.69,37.6,Red Soil,24.9,66,34.2,1.73,532.3,5.22,Wheat
West Bengal,South Dinajpur,180.3,23.2,200.2,5.95,0.95,14.8,Red Soil,27.3,38,111.9,1.19,317.6,1.37,Cotton
Telangana,Rajanna Sircilla,287.0,29.8,178.4,7.4,0.87,45.0,Black Cotton,24.5,48,82.7,1.17,411.5,3.65,Potato
Punjab,Hoshiarpur,292.2,22.9,148.5,7.34,1.34,19.1,Black Cotton,19.0,22,219.0,1.17,472.0,0.85,Ragi
Uttar Pradesh,Pratapgarh,239.4,30.3,201.7,7.1,0.55,15.0,Black Cotton,28.3,80,82.0,0.68,257.8,3.44,Banana
Punjab,Nawanshahr,158.7,17.5,20.0,6.7,0.48,36.3,Red Soil,24.5,58,100.3,1.37,454.4,2.49,Urad
Uttar Pradesh,Deoria,222.1,21.3,87.0,6.42,0.78,14.9,Red Soil,30.2,64,173.2,1.54,244.4,2.0,Potato
Bihar,Sheohar,169.2,12.0,291.8,6.43,1.01,18.8,Clayey,24.6,75,0.0,1.75,512.9,2.36,Tomato
Rajasthan,Pali,217.6,24.7,64.2,6.09,0.92,32.0,Silty,27.9,77,0.0,0.87,668.7,4.54,Cotton
Uttar Pradesh,Unnao,130.3,10.2,186.5,7.4,1.09,27.3,Red Soil,27.0,49,135.2,1.05,472.7,2.11,Tomato
Rajasthan,Bhilwara,163.2,24.9,248.0,6.21,1.13,25.5,Silty,27.9,59,82.2,1.51,538.8,1.94,Soybean
Tamil Nadu,Virudhunagar,163.3,11.6,201.9,6.4,0.9,2.4,Silty,29.0,47,0.0,2.52,522.1,3.27,Mustard
Telangana,Mulugu,330.3,22.6,191.5,6.12,1.06,48.2,Sandy,23.8,39,115.8,1.81,439.0,1.74,Moong
West Bengal,Uttar Dinajpur,128.9,18.2,129.0,6.2,0.67,36.8,Clayey,25.7,40,58.4,1.24,289.6,4.95,Urad
Maharashtra,Beed,265.5,24.5,236.2,5.93,0.46,37.4,Clayey,26.7,64,0.0,2.23,530.6,2.31,Tobacco
West Bengal,South 24 Parganas,253.0,27.5,158.9,6.24,0.69,27.2,Clayey,27.2,76,56.8,0.35,493.1,2.43,Sunflower
Bihar,Kishanganj,150.6,7.3,167.2,7.06,0.89,29.6,Loamy,27.7,72,142.0,0.7,558.8,3.96,Mustard
Maharashtra,Chandrapur,137.3,6.2,5.0,7.4,0.69,30.9,Silty,27.8,76,94.2,0.27,325.5,2.58,Potato
West Bengal,Jhargram,148.6,28.4,253.8,6.97,1.05,19.4,Red Soil,31.3,63,146.0,1.46,435.4,1.97,Toor
Punjab,Barnala,150.0,11.3,155.2,6.1,0.44,13.0,Clayey,31.7,57,105.2,0.52,380.2,2.26,Tomato
Andhra Pradesh,Kurnool,145.1,19.8,196.2,7.43,0.88,35.1,Loamy,20.5,96,154.5,1.17,430.2,1.67,Bengal Gram
West Bengal,Jhargram,354.5,23.6,93.4,5.91,1.04,34.0,Black Cotton,25.0,37,134.7,1.62,405.3,1.68,Banana
Andhra Pradesh,Kakinada,171.2,6.8,7.4,6.53,1.21,23.6,Black Cotton,25.6,60,296.1,1.73,338.0,3.03,Sunflower
Bihar,Jamui,365.7,13.5,140.0,7.28,0.97,18.0,Sandy,23.2,50,33.5,1.37,459.4,3.34,Bengal Gram
Tamil Nadu,Dharmapuri,214.7,1.0,128.9,6.48,0.85,5.0,Red Soil,26.9,45,119.9,1.55,498.0,4.68,Tomato
Andhra Pradesh,Nellore,266.0,24.4,149.4,6.53,0.78,12.0,Sandy,27.6,49,0.0,1.46,376.6,3.27,Urad
Telangana,Nalgonda,232.8,37.8,213.3,6.25,0.92,6.7,Loamy,27.6,62,18.8,1.06,366.9,1.88,Mirchi
Telangana,Yadadri Bhuvanagiri,288.8,14.1,165.1,6.56,0.99,34.0,Sandy,29.8,22,207.5,2.27,392.1,3.28,Toor
Rajasthan,Churu,191.6,13.5,44.8,6.52,0.6,38.2,Laterite,27.6,70,77.6,1.34,343.1,1.59,Mustard
Karnataka,Shivamogga,222.7,8.3,46.9,6.74,1.02,26.9,Loamy,31.6,58,95.1,0.56,262.8,5.23,Moong
Rajasthan,Chittorgarh,230.9,18.4,114.7,6.48,0.97,18.3,Clayey,23.8,71,23.7,1.31,461.8,3.0,Coconut
Bihar,Darbhanga,162.4,4.0,218.8,5.93,0.76,17.5,Loamy,33.3,59,72.1,1.72,708.8,3.49,Soybean
Uttar Pradesh,Sant Kabir Nagar,295.2,4.8,189.1,6.34,0.94,34.9,Silty,23.5,39,232.0,1.16,489.3,4.09,Onion
Maharashtra,Nashik,218.3,21.1,183.7,7.08,0.23,36.1,Black Cotton,20.2,66,312.0,1.17,471.6,2.63,Mustard
Karnataka,Chikkamagaluru,148.4,31.6,119.5,5.43,1.16,35.8,Clayey,29.8,62,249.5,2.08,635.7,3.83,Mustard
Andhra Pradesh,East Godavari,259.8,21.9,207.7,5.91,1.37,21.1,Sandy,28.1,56,107.3,0.83,474.7,3.7,Banana
Rajasthan,Sawai Madhopur,388.9,12.3,127.4,6.32,0.69,31.2,Silty,30.8,54,0.0,2.09,438.6,5.08,Sorghum
Andhra Pradesh,Nandyal,122.8,15.2,139.7,5.73,0.63,17.1,Silty,28.3,68,86.3,0.94,364.8,3.06,Potato
Bihar,Banka,378.4,21.7,155.9,6.92,0.33,25.3,Sandy,30.9,48,0.0,1.07,442.7,1.91,Moong
Karnataka,Belagavi,224.5,24.8,145.1,6.74,0.82,5.2,Black Cotton,23.2,57,0.0,1.62,633.7,4.46,Rice
Andhra Pradesh,Prakasam,280.9,31.5,204.2,6.93,0.28,21.9,Loamy,30.9,39,108.3,1.56,503.1,3.44,Sunflower
Uttar Pradesh,Etawah,205.4,6.9,115.8,7.04,0.42,16.0,Silty,23.4,30,177.6,1.39,667.1,1.81,Potato
Bihar,Sheikhpura,279.2,33.4,228.2,6.75,1.07,7.8,Sandy,24.9,44,210.2,0.93,551.4,3.64,Ragi
Bihar,Sitamarhi,231.7,16.9,139.9,5.8,0.5,1.0,Black Cotton,21.6,48,46.1,1.15,541.4,2.17,Banana
Bihar,Munger,181.0,16.8,96.1,5.85,0.69,26.8,Laterite,29.4,50,62.8,0.55,446.2,1.98,Wheat
Karnataka,Bengaluru Urban,241.7,8.5,74.3,7.03,0.79,31.8,Laterite,27.1,61,184.4,0.84,461.5,2.45,Rice
Telangana,Nalgonda,223.9,26.2,43.3,5.64,0.5,40.0,Loamy,24.4,75,153.0,1.07,549.3,1.53,Tobacco
Karnataka,Mysuru,166.7,27.9,348.8,6.68,1.02,31.9,Laterite,21.3,71,127.6,1.02,343.9,3.83,Urad
Punjab,Faridkot,268.3,8.2,120.8,6.5,0.86,22.2,Clayey,22.3,59,0.0,1.04,397.0,2.84,Groundnut
West Bengal,Howrah,128.2,4.5,219.4,6.28,0.82,31.5,Silty,24.1,62,158.3,2.35,388.7,2.44,Mirchi
West Bengal,Jhargram,267.1,19.8,86.9,7.84,0.73,28.3,Sandy,28.8,50,61.7,2.24,361.3,3.49,Tomato
Bihar,Madhubani,222.0,27.4,116.4,6.96,1.02,37.5,Laterite,25.2,38,45.1,1.0,650.1,5.63,Groundnut
West Bengal,Nadia,101.5,7.9,159.5,6.34,0.46,22.2,Clayey,29.0,70,0.0,1.11,284.0,4.08,Maize
Punjab,Nawanshahr,345.0,17.9,5.0,6.6,0.94,20.8,Clayey,21.6,58,56.6,0.52,322.3,3.19,Cotton
Telangana,Warangal Rural,282.3,15.0,92.7,6.5,0.76,20.5,Sandy,29.8,77,108.0,2.23,313.0,2.77,Rice
Uttar Pradesh,Gautam Buddh Nagar,337.5,17.8,90.0,7.49,0.83,8.0,Laterite,34.4,80,244.1,2.2,767.4,1.76,Tomato
Punjab,Moga,27.5,28.0,60.9,6.93,1.03,28.3,Laterite,29.2,80,55.4,1.76,589.6,5.11,Groundnut
Karnataka,Raichur,303.2,23.5,141.5,6.96,0.56,22.8,Red Soil,26.2,38,62.2,0.25,679.5,1.88,Toor
Uttar Pradesh,Sambhal,5.0,17.4,214.3,5.97,0.98,36.6,Laterite,13.8,57,0.0,1.12,449.1,0.1,Toor
Karnataka,Haveri,152.7,19.4,6.1,6.57,1.09,10.8,Red Soil,28.9,49,172.2,1.31,498.6,3.08,Bengal Gram
Tamil Nadu,Dharmapuri,259.1,27.0,230.5,6.74,0.82,14.2,Sandy,28.1,53,223.9,1.26,430.8,4.7,Banana
Uttar Pradesh,Gautam Buddh Nagar,119.5,16.3,234.3,6.44,0.3,19.9,Loamy,30.2,83,104.6,1.54,405.7,4.08,Potato
Tamil Nadu,Erode,262.9,1.4,249.2,6.65,0.84,8.7,Sandy,21.9,53,172.7,0.25,544.6,2.57,Groundnut
Uttar Pradesh,Sultanpur,436.2,17.9,227.2,7.22,0.85,16.6,Black Cotton,17.3,72,26.7,1.32,300.0,2.68,Maize
Punjab,Ludhiana,219.1,19.7,188.6,6.78,0.1,18.5,Laterite,21.3,67,74.0,1.21,200.6,2.63,Urad
Rajasthan,Nagaur,214.8,1.0,167.3,6.35,0.55,28.2,Clayey,31.7,51,15.0,1.32,289.7,2.21,Toor
West Bengal,Bankura,130.7,6.0,76.1,6.75,0.91,31.6,Sandy,22.9,64,44.6,1.87,501.1,2.21,Sugarcane
Andhra Pradesh,Guntur,78.2,28.5,124.7,6.27,1.17,26.7,Clayey,30.6,49,34.7,0.94,530.4,3.06,Potato
Maharashtra,Thane,177.1,11.9,39.9,6.88,0.74,11.6,Clayey,30.9,49,22.8,0.85,426.8,3.55,Banana
Karnataka,Bengaluru Urban,41.3,11.0,139.2,6.54,0.37,23.0,Silty,26.7,45,51.9,0.69,505.7,3.01,Potato
Tamil Nadu,Mayiladuthurai,192.6,33.6,5.0,6.53,0.79,30.0,Loamy,28.1,87,108.8,1.16,564.2,4.84,Banana
Rajasthan,Jhunjhunu,241.0,20.0,230.9,6.76,0.5,31.3,Sandy,30.8,38,0.0,0.47,437.7,4.21,Mirchi
Telangana,Karimnagar,27.9,17.0,124.3,7.66,1.02,40.0,Sandy,29.2,61,132.8,1.99,660.0,3.36,Banana
Telangana,Jayashankar Bhoopalpally,198.9,25.0,72.4,6.51,0.86,29.0,Laterite,27.9,69,48.5,0.54,744.8,2.64,Urad
Bihar,Gopalganj,145.0,18.9,83.6,6.27,0.98,34.9,Laterite,27.9,46,134.3,1.71,213.3,3.14,Soybean
Maharashtra,Raigad,286.3,9.6,223.5,5.68,0.74,10.9,Sandy,16.6,67,84.0,0.22,388.0,3.53,Mustard
Telangana,Bhadradri Kothagudem,206.0,13.3,56.8,7.15,0.94,8.8,Red Soil,30.1,77,111.2,2.32,476.0,1.3,Bajra
West Bengal,Kolkata,224.2,30.5,100.7,6.2,0.68,36.7,Clayey,32.2,35,190.6,1.77,636.4,3.46,Urad
Maharashtra,Sangli,152.9,8.2,122.9,6.88,1.26,29.2,Silty,31.7,56,156.0,1.78,212.4,2.5,Ragi
Rajasthan,Jalor,343.2,28.7,186.5,6.25,0.99,8.1,Red Soil,26.0,71,166.6,1.67,485.4,2.77,Ragi
Tamil Nadu,Nagapattinam,152.6,8.6,207.8,6.66,0.9,21.3,Laterite,25.9,53,92.7,1.78,490.3,3.6,Bajra
Bihar,Rohtas,221.4,42.3,207.7,6.38,0.6,15.3,Sandy,28.3,51,250.6,2.23,526.0,1.59,Toor
Tamil Nadu,Vellore,225.7,19.3,140.6,6.66,1.14,18.9,Laterite,24.3,83,49.0,1.35,379.0,0.98,Mustard
Telangana,Nirmal,196.1,33.9,200.5,5.74,0.46,19.0,Clayey,27.3,76,154.4,0.46,524.2,3.87,Potato
Punjab,Tarntaran,280.1,10.1,168.6,6.71,0.92,30.6,Red Soil,29.5,49,0.0,0.59,537.6,1.56,Mustard
Rajasthan,Hanumangarh,166.2,22.0,28.0,6.23,0.53,26.4,Laterite,31.0,72,0.0,2.63,485.4,2.07,Wheat
Telangana,Mahabubnagar,299.9,21.7,174.4,6.54,0.84,36.3,Black Cotton,26.1,71,21.6,1.57,417.3,3.51,Tobacco
Bihar,Khagaria,190.3,33.5,57.6,6.06,0.86,23.5,Black Cotton,30.9,36,94.0,1.07,321.3,4.05,Mirchi
Maharashtra,Wardha,230.7,35.6,193.4,6.96,0.85,8.8,Loamy,19.7,97,52.1,0.77,479.5,3.66,Groundnut
Karnataka,Kodagu,139.5,9.1,231.1,6.9,0.96,31.3,Laterite,27.0,44,106.8,0.73,567.0,2.82,Rice
Tamil Nadu,Mayiladuthurai,234.4,32.1,175.2,6.25,0.56,21.6,Clayey,23.0,61,49.2,0.15,600.6,2.4,Maize
Karnataka,Kolar,202.3,7.0,217.1,7.06,0.31,34.8,Laterite,23.8,75,93.8,1.22,427.8,4.45,Maize
Tamil Nadu,Kallakurichi,347.4,14.7,49.0,6.82,1.24,31.6,Sandy,27.8,67,227.3,0.59,436.6,2.46,Sorghum
Karnataka,Kalaburagi,174.1,15.1,147.7,6.23,0.62,26.1,Loamy,26.0,87,0.0,1.96,599.5,0.51,Rice
Tamil Nadu,Chengalpattu,341.6,1.0,203.2,6.08,1.14,26.4,Clayey,24.3,72,180.4,1.65,326.4,2.42,Sorghum
Andhra Pradesh,Prakasam,371.8,11.5,91.6,6.88,0.41,18.7,Clayey,29.4,49,78.8,1.72,500.6,3.32,Wheat
Maharashtra,Jalgaon,299.1,25.5,62.2,6.74,0.55,29.1,Loamy,31.5,67,232.2,1.1,424.0,3.08,Mustard
Uttar Pradesh,Bhadohi,345.3,17.6,73.8,6.09,1.29,39.8,Red Soil,22.6,90,36.0,1.67,364.5,5.6,Coconut
Andhra Pradesh,East Godavari,336.6,9.9,106.5,5.54,1.18,22.5,Sandy,25.2,59,157.3,1.44,767.7,3.54,Toor
Bihar,Darbhanga,145.6,9.0,108.4,6.54,0.66,21.8,Red Soil,29.8,51,0.0,1.59,481.9,3.39,Bengal Gram
Punjab,Moga,240.1,27.3,131.5,6.11,0.65,25.0,Sandy,22.8,51,53.5,2.69,117.1,2.78,Sorghum
Telangana,Jangaon,189.9,18.9,77.7,5.87,0.86,17.2,Loamy,31.9,34,143.8,0.5,351.5,3.65,Groundnut
Telangana,Nalgonda,91.0,20.6,110.2,6.98,0.44,19.6,Silty,34.3,43,78.7,0.35,288.2,4.86,Toor
Karnataka,Uttara Kannada,359.8,1.0,207.0,6.15,0.86,39.1,Black Cotton,28.2,86,55.7,0.95,544.4,2.47,Cotton
Karnataka,Bengaluru Urban,91.5,24.5,68.6,7.2,0.59,54.7,Clayey,32.9,46,101.8,1.73,544.0,3.53,Ragi
Maharashtra,Pune,127.9,1.0,93.3,6.98,0.93,22.8,Clayey,26.9,48,118.4,1.74,256.1,3.36,Wheat
Bihar,Jamui,218.8,24.7,308.6,6.27,0.25,22.6,Sandy,28.4,43,121.0,1.3,481.2,3.95,Onion
Bihar,Samastipur,316.1,16.3,7.3,6.0,0.33,21.5,Black Cotton,27.1,90,129.4,1.05,549.5,0.35,Rice
West Bengal,Howrah,306.8,33.9,185.1,6.16,0.51,48.6,Loamy,23.4,87,135.1,2.63,411.8,1.07,Cotton
Uttar Pradesh,Bahraich,132.6,17.2,234.9,6.57,1.38,28.9,Loamy,27.8,54,112.0,1.09,535.0,4.15,Rice
West Bengal,Howrah,143.3,16.5,202.3,6.68,1.05,22.7,Loamy,33.4,66,56.0,1.27,300.2,2.63,Sunflower
Bihar,Siwan,378.7,22.1,195.8,5.74,1.33,12.8,Black Cotton,31.1,42,44.3,1.75,573.3,1.47,Ragi
Karnataka,Hassan,139.5,38.4,191.9,6.98,0.79,15.0,Red Soil,24.9,65,42.6,1.67,535.4,3.01,Sunflower
Uttar Pradesh,Fatehpur,232.3,1.0,91.7,6.87,0.96,15.5,Red Soil,20.7,62,0.0,0.4,661.2,4.73,Sunflower
West Bengal,Purulia,242.6,23.4,169.0,6.47,1.18,11.9,Black Cotton,31.1,75,162.9,1.98,438.9,0.76,Ragi
Maharashtra,Washim,165.5,29.5,288.2,6.59,0.67,17.3,Laterite,32.2,83,230.4,1.18,574.5,2.94,Groundnut
West Bengal,South Dinajpur,195.6,29.1,87.0,6.14,0.95,33.0,Clayey,32.7,68,111.7,1.6,417.9,2.67,Sunflower
Tamil Nadu,Dindigul,199.5,26.3,200.7,5.26,0.64,33.4,Loamy,27.2,72,108.3,2.06,463.7,4.71,Cotton
West Bengal,Howrah,158.9,15.2,89.6,5.56,0.25,21.2,Laterite,28.0,72,0.0,0.26,386.6,3.0,Sugarcane
Karnataka,Davanagere,252.1,21.2,253.2,6.57,0.85,26.3,Black Cotton,29.3,51,80.7,1.77,483.3,2.86,Bengal Gram
Andhra Pradesh,Kurnool,331.2,18.6,115.3,6.54,0.78,18.5,Laterite,24.8,53,0.0,1.67,443.7,2.63,Urad
Uttar Pradesh,Basti,230.4,6.5,111.0,6.76,0.91,37.2,Laterite,26.5,35,195.1,2.21,557.8,2.8,Ragi
West Bengal,Nadia,288.5,36.2,56.9,7.13,0.68,28.5,Sandy,20.4,69,0.0,1.42,480.9,3.23,Bengal Gram
Tamil Nadu,Kallakurichi,92.7,12.1,197.4,6.28,1.22,8.0,Black Cotton,25.6,52,99.2,0.34,380.3,3.95,Potato
Telangana,Mancherial,165.1,24.1,67.7,6.19,0.54,14.9,Clayey,24.1,76,0.0,1.5,481.0,4.16,Sugarcane
Maharashtra,Akola,139.5,27.8,198.3,6.35,1.25,9.4,Black Cotton,26.7,51,186.5,1.45,242.7,4.49,Sunflower
Maharashtra,Nanded,292.8,18.3,65.4,6.53,0.83,26.9,Clayey,30.7,78,46.5,0.77,325.2,3.84,Maize
Punjab,SBS Nagar,221.9,19.5,212.3,6.74,0.97,11.1,Loamy,27.6,54,231.6,1.32,369.7,4.02,Sunflower
Andhra Pradesh,Kakinada,236.3,17.4,278.2,6.7,0.99,35.7,Laterite,29.7,97,114.9,1.2,372.1,2.69,Mustard
Karnataka,Vijayapura,47.2,31.2,206.0,6.9,0.82,38.3,Silty,25.2,67,106.6,1.04,464.6,1.86,Banana
Rajasthan,Pali,182.4,31.7,85.6,7.28,0.71,13.6,Loamy,24.8,61,212.9,1.76,457.7,4.51,Cotton
Punjab,Mansa,272.7,17.9,179.7,7.34,1.05,48.4,Sandy,24.4,90,28.8,1.45,537.9,2.39,Moong
Tamil Nadu,Karur,333.7,14.1,271.2,6.77,0.92,17.8,Black Cotton,24.9,59,0.0,0.86,450.5,4.57,Soybean
Andhra Pradesh,Kakinada,241.0,12.9,117.0,7.06,1.2,40.3,Laterite,30.0,55,0.0,1.41,449.8,3.17,Sorghum
Karnataka,Mysuru,199.4,22.5,84.7,6.0,0.97,20.6,Laterite,23.6,48,162.9,0.76,435.9,3.02,Sorghum
Karnataka,Uttara Kannada,120.1,21.9,102.4,6.65,1.07,40.9,Silty,16.9,45,72.7,1.52,252.0,1.82,Moong
Uttar Pradesh,Ghazipur,323.8,5.8,114.6,6.3,0.44,22.4,Clayey,29.2,52,0.0,1.74,355.0,2.18,Banana
Andhra Pradesh,Chittoor,241.0,25.9,122.6,7.07,0.4,41.8,Black Cotton,19.2,35,122.7,0.83,410.6,2.36,Potato
West Bengal,Cooch Behar,291.7,4.5,263.0,6.33,0.6,19.6,Sandy,23.5,87,160.4,1.27,305.7,2.93,Tobacco
Karnataka,Bengaluru Rural,240.4,28.6,228.4,6.71,0.24,26.5,Clayey,27.8,40,0.0,1.52,300.1,5.47,Sugarcane
